tenure_months,monthly_charges,number_of_logins_per_month,number_of_support_tickets,satisfaction_score,last_login_days_ago,subscription_type_premium,subscription_type_standard,contract_type_yearly,usage_frequency_low,usage_frequency_medium,payment_method_Credit Card,payment_method_Digital Wallet,payment_method_PayPal,Churn_Probability,Risk_Level
26,71.92,20,3,1,2,False,True,True,False,False,False,True,False,0.36944735,Low Risk
28,132.87,47,1,2,5,True,False,True,False,False,False,True,False,0.0954741,Low Risk
3,68.07,13,2,5,14,False,True,False,False,True,True,False,False,0.07822114,Low Risk
13,72.36,23,1,4,12,False,True,True,False,True,True,False,False,0.0065844264,Low Risk
27,147.86,31,4,4,2,True,False,False,False,False,True,False,False,0.05186237,Low Risk
12,69.94,38,2,5,4,False,True,True,False,False,False,False,True,0.013293512,Low Risk
5,28.44,31,8,3,6,False,False,True,False,False,True,False,False,0.9824158,High Risk
20,53.29,24,3,3,3,False,True,False,False,True,True,False,False,0.2936889,Low Risk
10,36.04,9,2,4,4,False,False,False,False,True,True,False,False,0.031597383,Low Risk
26,63.51,10,4,3,7,False,True,True,False,True,False,False,True,0.105362795,Low Risk
10,75.84,34,2,4,4,False,True,True,False,False,True,False,False,0.0171013,Low Risk
32,56.65,18,8,1,23,False,True,False,False,True,True,False,False,0.99852544,High Risk
29,51.14,12,1,4,10,False,True,True,False,True,False,False,False,0.0052900035,Low Risk
5,69.57,37,1,3,3,False,True,False,False,False,True,False,False,0.2756868,Low Risk
25,62.46,26,5,5,4,False,True,True,False,False,False,False,True,0.019746559,Low Risk
33,54.36,10,2,2,81,False,True,False,True,False,False,False,True,0.9981329,High Risk
5,34.89,4,2,3,12,False,False,True,True,False,True,False,False,0.32884568,Low Risk
29,25.38,10,0,3,85,False,False,True,True,False,False,False,False,0.99314535,High Risk
35,60.91,35,1,5,3,False,True,False,False,False,False,False,False,0.021521267,Low Risk
29,23.49,2,1,5,26,False,False,True,True,False,False,False,False,0.014522628,Low Risk
31,35.43,13,2,4,6,False,False,True,False,True,False,False,False,0.0057200566,Low Risk
1,115.23,43,1,4,2,True,False,False,False,False,False,False,False,0.032387216,Low Risk
20,114.44,17,0,2,15,True,False,False,False,True,False,True,False,0.3215393,Low Risk
13,72.2,9,3,4,11,False,True,True,False,True,True,False,False,0.014251088,Low Risk
31,76.35,20,2,3,2,False,True,False,False,False,True,False,False,0.14045419,Low Risk
33,23.38,8,1,4,12,False,False,True,False,True,True,False,False,0.004501165,Low Risk
34,146.1,20,1,2,3,True,False,True,False,False,False,False,True,0.09321161,Low Risk
17,26.2,10,10,1,12,False,False,False,False,True,False,False,True,0.9982445,High Risk
1,75.51,21,0,5,20,False,True,False,False,True,True,False,False,0.060820032,Low Risk
32,50.21,24,1,5,14,False,True,False,False,True,False,True,False,0.04286088,Low Risk
23,51.67,24,1,4,4,False,True,True,False,True,False,False,True,0.0050166994,Low Risk
22,62.49,28,2,5,6,False,True,False,False,False,True,False,False,0.017042488,Low Risk
18,50.69,15,1,4,7,False,True,True,False,True,False,False,False,0.0050426787,Low Risk
29,137.23,30,2,2,3,True,False,True,False,False,True,False,False,0.10632763,Low Risk
9,33.8,10,3,5,32,False,False,True,True,False,False,False,True,0.2289017,Low Risk
20,22.83,17,1,5,8,False,False,False,False,True,True,False,False,0.012204349,Low Risk
33,71.93,36,4,3,4,False,True,True,False,False,True,False,False,0.101675384,Low Risk
14,24.21,2,6,2,12,False,False,True,True,False,False,False,True,0.9439687,High Risk
33,27.9,16,2,4,8,False,False,True,False,True,False,False,False,0.0048116706,Low Risk
8,53.96,5,11,3,35,False,True,False,True,False,False,False,True,0.99745053,High Risk
1,21.36,10,2,1,69,False,False,True,True,False,True,False,False,0.99779797,High Risk
25,56.64,13,1,3,17,False,True,True,False,True,True,False,False,0.058125462,Low Risk
16,32.02,3,1,5,14,False,False,True,True,False,True,False,False,0.0076938854,Low Risk
35,65.13,49,0,3,1,False,True,False,False,False,True,False,False,0.10322946,Low Risk
22,60.65,18,9,2,58,False,True,False,False,True,False,True,False,0.99965,High Risk
1,118.8,22,2,5,0,True,False,False,False,False,True,False,False,0.024065847,Low Risk
23,64.42,13,2,2,7,False,True,False,False,True,True,False,False,0.3723676,Low Risk
18,145.88,39,1,3,6,True,False,True,False,False,False,False,True,0.03923554,Low Risk
31,29.04,8,3,4,23,False,False,True,True,False,True,False,False,0.03614355,Low Risk
8,21.32,18,0,4,7,False,False,True,False,True,False,False,False,0.013983895,Low Risk
23,70.01,48,5,2,4,False,True,True,False,False,False,False,True,0.7048445,High Risk
23,57.02,18,1,4,12,False,True,False,False,True,True,False,False,0.024369907,Low Risk
29,69.25,33,3,3,4,False,True,True,False,False,False,False,False,0.08733634,Low Risk
35,31.94,8,1,5,20,False,False,False,False,True,True,False,False,0.03959157,Low Risk
3,25.14,4,1,4,26,False,False,True,True,False,False,False,True,0.07334701,Low Risk
28,61.7,46,6,2,1,False,True,True,False,False,False,False,False,0.92338526,High Risk
13,32.51,11,1,2,6,False,False,True,False,True,True,False,False,0.15454787,Low Risk
23,26.51,22,2,3,18,False,False,True,False,True,True,False,False,0.056692753,Low Risk
12,100.99,49,3,3,4,True,False,True,False,False,True,False,False,0.09613401,Low Risk
16,64.65,12,2,4,4,False,True,False,False,True,False,False,False,0.023092754,Low Risk
2,67.56,27,2,4,88,False,True,False,False,False,False,False,True,0.9998355,High Risk
22,28.66,17,4,5,3,False,False,True,False,True,True,False,False,0.012494147,Low Risk
6,22.89,23,1,3,8,False,False,False,False,True,True,False,False,0.27333084,Low Risk
16,28.54,8,2,5,38,False,False,True,True,False,False,False,True,0.04640812,Low Risk
6,38.2,20,4,4,15,False,False,False,False,True,True,False,False,0.27026084,Low Risk
35,78.37,13,0,4,16,False,True,True,False,True,False,False,True,0.008245938,Low Risk
27,26.75,20,0,2,9,False,False,True,False,True,True,False,False,0.12682377,Low Risk
33,21.06,12,0,1,85,False,False,False,False,True,False,False,True,0.9996068,High Risk
24,34.25,3,0,3,79,False,False,False,True,False,True,False,False,0.9972421,High Risk
15,61.35,29,0,2,2,False,True,True,False,False,False,True,False,0.15714005,Low Risk
2,37.4,42,3,2,34,False,False,False,False,False,True,False,False,0.99901664,High Risk
27,61.49,30,4,4,6,False,True,True,False,False,True,False,False,0.017975897,Low Risk
20,27.15,4,11,3,32,False,False,False,True,False,True,False,False,0.9977551,High Risk
9,38.27,28,4,5,0,False,False,False,False,False,True,False,False,0.076549724,Low Risk
5,21.12,4,7,3,48,False,False,False,True,False,False,True,False,0.98744863,High Risk
17,35.85,4,2,3,12,False,False,True,True,False,False,False,False,0.0881189,Low Risk
9,39.32,11,1,5,4,False,False,False,False,True,False,False,True,0.020800196,Low Risk
29,25.8,1,8,2,37,False,False,True,True,False,False,False,True,0.9961867,High Risk
11,30.15,6,1,5,23,False,False,False,True,False,False,False,True,0.058682453,Low Risk
10,67.11,11,1,5,30,False,True,True,True,False,False,False,True,0.10459061,Low Risk
5,30.25,38,5,5,30,False,False,False,False,False,True,False,False,0.9946444,High Risk
32,72.45,27,1,5,5,False,True,True,False,False,False,False,True,0.0043313787,Low Risk
6,73.6,2,2,3,35,False,True,True,True,False,True,False,False,0.72642237,High Risk
21,32.95,22,1,5,1,False,False,True,False,False,True,False,False,0.003154035,Low Risk
27,57.63,8,9,1,71,False,True,True,True,False,False,False,True,0.9996152,High Risk
8,60.34,4,1,3,59,False,True,False,True,False,False,False,True,0.8662623,High Risk
35,74.3,49,1,4,0,False,True,False,False,False,False,False,False,0.019046038,Low Risk
19,73.21,35,1,1,66,False,True,False,False,False,False,False,True,0.9997651,High Risk
20,62.9,12,5,3,15,False,True,True,False,True,False,False,False,0.35665858,Low Risk
21,29.65,9,4,5,12,False,False,True,True,False,False,False,True,0.013619234,Low Risk
9,72.78,7,9,3,28,False,True,False,True,False,False,False,False,0.99367875,High Risk
26,53.17,12,3,4,20,False,True,True,False,True,True,False,False,0.02221732,Low Risk
26,34.31,20,0,4,14,False,False,True,False,True,False,False,True,0.00831555,Low Risk
30,54.68,9,2,4,18,False,True,True,False,True,True,False,False,0.008679349,Low Risk
14,37.81,10,5,1,54,False,False,True,True,False,True,False,False,0.9686461,High Risk
31,71.96,17,1,2,3,False,True,False,False,True,False,False,True,0.33191624,Low Risk
13,78.5,37,3,5,1,False,True,True,False,False,True,False,False,0.009963753,Low Risk
5,122.1,34,1,3,1,True,False,False,False,False,True,False,False,0.2380171,Low Risk
27,51.84,20,2,4,15,False,True,False,False,True,True,False,False,0.057695866,Low Risk
27,50.18,16,2,3,6,False,True,True,False,True,True,False,False,0.04610252,Low Risk
10,33.12,2,4,4,15,False,False,False,True,False,False,False,True,0.21147847,Low Risk
5,77.97,9,4,2,17,False,True,True,False,True,False,False,True,0.901266,High Risk
6,59.16,8,5,2,64,False,True,False,False,True,False,False,True,0.9996989,High Risk
23,21.6,2,5,5,44,False,False,True,True,False,True,False,False,0.5700788,Medium Risk
30,27.54,23,2,3,17,False,False,True,False,True,True,False,False,0.06386172,Low Risk
27,21.96,20,4,5,17,False,False,True,False,True,True,False,False,0.022218248,Low Risk
24,39.05,14,1,4,10,False,False,True,False,True,True,False,False,0.00516272,Low Risk
34,52.57,16,4,1,22,False,True,True,False,True,True,False,False,0.9150069,High Risk
30,29.85,45,1,3,4,False,False,True,False,False,False,False,True,0.050023552,Low Risk
6,65.66,10,7,2,31,False,True,True,True,False,True,False,False,0.99238575,High Risk
3,36.39,5,2,2,88,False,False,True,True,False,True,False,False,0.99673647,High Risk
6,64.6,12,9,2,42,False,True,False,False,True,False,False,True,0.999273,High Risk
10,20.34,22,2,3,9,False,False,False,False,True,True,False,False,0.24693897,Low Risk
10,101.93,37,2,5,5,True,False,True,False,False,True,False,False,0.012867624,Low Risk
8,146.0,34,3,1,59,True,False,False,False,False,False,False,True,0.99767405,High Risk
11,142.21,13,1,2,20,True,False,True,False,True,True,False,False,0.586132,Medium Risk
32,21.3,4,3,2,7,False,False,True,True,False,False,False,False,0.6590309,Medium Risk
17,64.47,3,10,3,60,False,True,True,True,False,False,True,False,0.999385,High Risk
32,51.74,20,2,3,4,False,True,True,False,True,True,False,False,0.051627114,Low Risk
7,50.36,12,4,3,11,False,True,True,False,True,True,False,False,0.22409536,Low Risk
22,20.12,18,1,4,6,False,False,True,False,True,False,False,False,0.0014096757,Low Risk
4,77.93,4,1,2,44,False,True,True,True,False,False,False,True,0.8723086,High Risk
5,54.48,17,1,3,20,False,True,False,False,True,True,False,False,0.44364288,Medium Risk
6,38.43,22,10,3,37,False,False,True,False,True,False,False,False,0.99940836,High Risk
25,36.17,5,0,4,23,False,False,False,True,False,False,True,False,0.0640088,Low Risk
17,24.64,10,0,1,30,False,False,True,True,False,False,False,True,0.81232035,High Risk
8,37.91,1,2,3,50,False,False,True,True,False,True,False,False,0.5172615,Medium Risk
16,31.06,8,0,4,16,False,False,True,False,True,True,False,False,0.008033298,Low Risk
1,50.11,38,1,2,3,False,True,False,False,False,True,False,False,0.77975595,High Risk
1,74.24,29,0,3,3,False,True,False,False,False,False,False,True,0.2760581,Low Risk
9,37.9,23,1,5,20,False,False,False,False,True,True,False,False,0.048104826,Low Risk
25,38.94,23,2,3,11,False,False,True,False,True,True,False,False,0.04169845,Low Risk
15,36.96,15,3,2,3,False,False,True,False,True,False,False,False,0.30931157,Low Risk
17,59.06,23,1,4,12,False,True,True,False,True,False,False,True,0.004665548,Low Risk
16,57.78,8,4,4,10,False,True,True,False,True,True,False,False,0.01750385,Low Risk
15,110.45,25,3,3,6,True,False,True,False,False,False,False,False,0.054372586,Low Risk
5,71.17,44,9,3,4,False,True,True,False,False,False,False,True,0.98605716,High Risk
8,38.61,25,6,3,1,False,False,False,False,False,False,False,True,0.89430434,High Risk
23,91.22,19,4,5,4,True,False,True,False,True,True,False,False,0.00847831,Low Risk
5,21.21,22,11,1,88,False,False,False,False,True,True,False,False,0.99993026,High Risk
18,55.36,1,1,3,20,False,True,True,True,False,False,False,True,0.053871285,Low Risk
3,75.71,39,1,5,3,False,True,False,False,False,False,False,True,0.036927782,Low Risk
21,22.56,44,1,5,4,False,False,True,False,False,False,False,False,0.0023908152,Low Risk
24,71.0,25,1,4,5,False,True,True,False,False,True,False,False,0.004909301,Low Risk
27,22.61,10,3,4,11,False,False,True,False,True,False,True,False,0.0103415055,Low Risk
11,24.39,5,1,2,43,False,False,False,True,False,False,False,False,0.9478489,High Risk
17,54.31,11,2,5,15,False,True,True,True,False,True,False,False,0.007082515,Low Risk
12,112.74,43,1,4,2,True,False,True,False,False,False,False,True,0.011863915,Low Risk
32,122.37,44,5,4,3,True,False,True,False,False,False,False,False,0.01755376,Low Risk
24,36.03,2,7,3,76,False,False,True,True,False,False,False,True,0.99782157,High Risk
31,66.41,3,2,3,39,False,True,True,True,False,False,False,True,0.4014019,Medium Risk
20,75.56,6,0,4,28,False,True,True,True,False,False,False,False,0.019907918,Low Risk
34,63.28,18,2,3,8,False,True,True,False,True,True,False,False,0.050703138,Low Risk
2,26.93,6,3,5,30,False,False,False,True,False,False,False,True,0.47775072,Medium Risk
28,138.19,18,1,5,17,True,False,False,False,True,False,False,False,0.017859984,Low Risk
19,36.19,9,1,5,7,False,False,True,False,True,True,False,False,0.00392583,Low Risk
32,36.2,21,0,3,14,False,False,False,False,True,True,False,False,0.25303477,Low Risk
29,24.08,32,2,3,2,False,False,True,False,False,True,False,False,0.061271746,Low Risk
16,26.6,11,4,2,57,False,False,False,True,False,False,False,False,0.97196305,High Risk
19,37.23,10,3,2,8,False,False,True,False,True,False,False,False,0.2902146,Low Risk
14,27.39,24,6,3,36,False,False,True,False,True,False,False,True,0.98196596,High Risk
9,70.63,8,2,4,11,False,True,False,False,True,False,False,True,0.031073047,Low Risk
2,105.12,25,1,2,2,True,False,False,False,False,True,False,False,0.613778,Medium Risk
4,37.57,42,2,3,2,False,False,False,False,False,True,False,False,0.25891647,Low Risk
28,73.26,38,9,2,85,False,True,True,False,False,True,False,False,0.9998783,High Risk
34,73.49,4,3,1,44,False,True,True,True,False,False,False,False,0.91224694,High Risk
15,79.43,9,0,5,11,False,True,False,False,True,True,False,False,0.012531508,Low Risk
30,78.19,14,1,4,11,False,True,False,False,True,False,False,True,0.024164548,Low Risk
12,62.59,35,0,3,5,False,True,False,False,False,True,False,False,0.26783055,Low Risk
26,26.67,9,3,3,12,False,False,False,True,False,True,False,False,0.3656901,Low Risk
6,75.77,3,5,2,74,False,True,False,True,False,False,True,False,0.9990188,High Risk
26,79.15,30,2,4,4,False,True,False,False,False,False,False,False,0.018358339,Low Risk
32,51.34,15,3,5,4,False,True,False,False,True,False,False,True,0.030403346,Low Risk
25,19.99,11,0,5,17,False,False,False,True,False,True,False,False,0.010274633,Low Risk
26,133.79,35,2,3,1,True,False,True,False,False,True,False,False,0.036764156,Low Risk
25,68.6,14,1,3,11,False,True,True,False,True,False,False,True,0.042967755,Low Risk
3,59.99,13,1,5,16,False,True,False,False,True,False,False,False,0.06565544,Low Risk
24,39.45,5,0,5,16,False,False,True,True,False,True,False,False,0.0059106094,Low Risk
17,126.0,40,2,2,6,True,False,False,False,False,False,False,True,0.25960168,Low Risk
33,29.05,10,0,2,18,False,False,True,True,False,True,False,False,0.2597434,Low Risk
3,29.36,14,1,4,6,False,False,False,False,True,False,False,True,0.036823377,Low Risk
22,25.38,5,0,5,59,False,False,True,True,False,False,False,True,0.037294585,Low Risk
8,106.99,38,0,3,6,True,False,True,False,False,False,False,False,0.1288368,Low Risk
7,111.99,27,1,5,4,True,False,True,False,False,True,False,False,0.011923159,Low Risk
3,32.05,11,0,3,19,False,False,False,False,True,True,False,False,0.41431558,Medium Risk
26,22.48,15,1,4,7,False,False,True,False,True,True,False,False,0.0040345276,Low Risk
2,101.72,14,2,4,13,True,False,False,False,True,False,False,True,0.027179487,Low Risk
2,120.3,10,2,4,4,True,False,False,False,True,False,False,True,0.029282302,Low Risk
21,133.09,38,5,3,2,True,False,True,False,False,True,False,False,0.15940894,Low Risk
15,26.61,5,3,1,57,False,False,True,True,False,True,False,False,0.93049955,High Risk
25,64.31,41,3,5,2,False,True,True,False,False,True,False,False,0.009774304,Low Risk
14,29.59,18,4,4,18,False,False,True,False,True,True,False,False,0.028036594,Low Risk
2,58.96,19,7,3,36,False,True,True,False,True,True,False,False,0.9962924,High Risk
32,54.3,22,3,4,1,False,True,False,False,False,False,False,True,0.051448707,Low Risk
1,31.4,10,2,3,8,False,False,True,False,True,False,False,True,0.180772,Low Risk
16,63.85,19,1,5,3,False,True,True,False,True,True,False,False,0.0040870835,Low Risk
9,148.85,18,3,5,7,True,False,True,False,True,True,False,False,0.021739352,Low Risk
24,57.3,21,0,4,11,False,True,True,False,True,False,False,True,0.004665548,Low Risk
1,66.21,3,2,1,48,False,True,False,True,False,False,False,True,0.9806089,High Risk
24,32.03,40,3,3,3,False,False,True,False,False,True,False,False,0.09971463,Low Risk
12,65.72,5,3,5,59,False,True,False,True,False,False,False,True,0.35456678,Low Risk
15,146.33,39,4,5,5,True,False,True,False,False,False,False,False,0.011429039,Low Risk
19,101.32,23,1,4,12,True,False,True,False,True,True,False,False,0.0041088113,Low Risk
24,39.82,9,2,3,46,False,False,False,True,False,False,False,True,0.8603307,High Risk
25,25.66,19,1,5,12,False,False,True,False,True,True,False,False,0.003251488,Low Risk
25,56.3,43,3,4,1,False,True,True,False,False,True,False,False,0.013867789,Low Risk
4,36.18,10,0,1,57,False,False,False,True,False,False,False,True,0.9732015,High Risk
18,51.75,15,1,3,20,False,True,True,False,True,True,False,False,0.0631795,Low Risk
22,129.1,14,0,5,5,True,False,True,False,True,True,False,False,0.0024944546,Low Risk
24,103.19,9,2,3,20,True,False,True,True,False,False,False,False,0.047233604,Low Risk
6,79.78,32,4,2,31,False,True,False,False,False,False,False,True,0.9985892,High Risk
17,54.93,20,6,1,12,False,True,True,False,True,True,False,False,0.92469496,High Risk
2,58.17,22,1,5,4,False,True,True,False,True,True,False,False,0.019273508,Low Risk
26,74.48,10,0,1,21,False,True,False,True,False,True,False,False,0.8833812,High Risk
12,25.01,10,4,2,47,False,False,False,False,True,True,False,False,0.9959466,High Risk
27,22.48,6,9,2,43,False,False,False,True,False,True,False,False,0.9986725,High Risk
35,74.76,12,5,2,61,False,True,True,False,True,False,False,False,0.9993968,High Risk
24,26.93,5,0,2,54,False,False,True,True,False,False,False,True,0.6858931,Medium Risk
1,25.33,22,0,3,7,False,False,False,False,True,False,True,False,0.26241425,Low Risk
23,73.9,23,8,3,15,False,True,True,False,True,True,False,False,0.9781516,High Risk
1,70.59,3,7,3,31,False,True,False,True,False,True,False,False,0.98506933,High Risk
1,96.2,33,1,5,0,True,False,False,False,False,True,False,False,0.026717763,Low Risk
9,28.85,9,2,4,31,False,False,True,True,False,False,False,True,0.12716314,Low Risk
34,65.09,4,0,1,53,False,True,True,True,False,True,False,False,0.787831,High Risk
17,39.57,33,0,3,6,False,False,True,False,False,True,False,False,0.04054827,Low Risk
1,77.97,23,2,2,6,False,True,False,False,False,False,False,True,0.74450433,High Risk
16,63.62,20,2,4,2,False,True,True,False,False,True,False,False,0.0056860847,Low Risk
33,55.14,34,0,1,1,False,True,False,False,False,False,False,True,0.3862596,Low Risk
30,31.62,10,1,1,24,False,False,False,False,True,False,False,True,0.9350313,High Risk
10,103.44,42,1,3,0,True,False,False,False,False,True,False,False,0.17863478,Low Risk
27,26.58,9,1,5,8,False,False,True,False,True,False,False,True,0.003329063,Low Risk
9,30.3,20,2,4,4,False,False,True,False,True,True,False,False,0.013677347,Low Risk
22,78.12,17,4,1,37,False,True,False,False,True,False,False,True,0.9961176,High Risk
24,135.78,20,2,2,9,True,False,True,False,True,True,False,False,0.08064518,Low Risk
1,30.24,20,4,5,8,False,False,False,False,True,True,False,False,0.14564478,Low Risk
16,135.39,24,1,5,6,True,False,True,False,False,True,False,False,0.0028979476,Low Risk
12,22.0,18,4,5,19,False,False,False,False,True,True,False,False,0.15126312,Low Risk
25,24.05,9,1,5,11,False,False,True,False,True,False,False,True,0.003079725,Low Risk
5,20.31,19,8,5,31,False,False,False,False,True,False,True,False,0.99724543,High Risk
13,108.07,35,4,4,1,True,False,True,False,False,False,False,True,0.01833874,Low Risk
27,33.0,36,3,3,6,False,False,True,False,False,True,False,False,0.08032648,Low Risk
7,143.92,22,1,3,3,True,False,False,False,False,True,False,False,0.22244738,Low Risk
7,24.48,2,1,5,18,False,False,False,True,False,False,False,False,0.027963249,Low Risk
27,61.23,9,4,5,12,False,True,True,False,True,False,False,True,0.012016671,Low Risk
34,23.11,40,2,5,5,False,False,True,False,False,False,False,True,0.005155459,Low Risk
12,23.11,24,0,4,13,False,False,True,False,True,True,False,False,0.0115643125,Low Risk
33,67.95,1,4,3,78,False,True,True,True,False,True,False,False,0.9941356,High Risk
16,31.16,43,2,3,3,False,False,True,False,False,False,False,True,0.037651323,Low Risk
28,30.19,8,2,3,33,False,False,False,False,True,True,False,False,0.9763416,High Risk
8,76.66,4,2,5,46,False,True,True,True,False,False,False,False,0.12105699,Low Risk
27,32.08,18,0,5,6,False,False,True,False,True,False,False,True,0.0042313766,Low Risk
31,26.27,14,3,5,18,False,False,True,False,True,True,False,False,0.015541628,Low Risk
7,107.15,4,3,2,77,True,False,True,True,False,False,False,True,0.9975255,High Risk
24,137.2,8,2,4,3,True,False,False,False,True,True,False,False,0.012825041,Low Risk
28,71.56,1,8,1,38,False,True,True,True,False,False,True,False,0.9965653,High Risk
13,124.41,36,3,5,6,True,False,True,False,False,True,False,False,0.00805784,Low Risk
24,29.27,15,1,2,89,False,False,False,False,True,False,False,True,0.99948275,High Risk
13,34.39,7,3,4,22,False,False,True,True,False,False,False,True,0.04887971,Low Risk
15,54.15,20,4,5,15,False,True,True,False,True,True,False,False,0.024213778,Low Risk
27,64.87,15,0,4,20,False,True,False,False,True,False,False,True,0.039890334,Low Risk
35,71.86,40,1,4,1,False,True,False,False,False,False,False,False,0.027555114,Low Risk
25,26.71,12,2,5,14,False,False,True,False,True,True,False,False,0.006460823,Low Risk
29,35.24,27,8,1,26,False,False,True,False,False,False,False,True,0.9982146,High Risk
17,115.26,24,2,4,4,True,False,True,False,False,True,False,False,0.004393079,Low Risk
25,65.22,24,2,5,8,False,True,True,False,True,False,True,False,0.0039393906,Low Risk
31,26.33,7,2,5,34,False,False,True,True,False,True,False,False,0.049599204,Low Risk
1,25.23,10,8,2,9,False,False,False,False,True,True,False,False,0.9969831,High Risk
5,143.08,26,5,4,4,True,False,False,False,False,False,False,True,0.31269932,Low Risk
4,34.98,21,9,1,42,False,False,True,False,True,True,False,False,0.99962664,High Risk
15,51.53,23,4,5,10,False,True,True,False,True,True,False,False,0.012555439,Low Risk
5,120.17,21,8,2,52,True,False,True,False,False,True,False,False,0.9990277,High Risk
6,62.62,1,4,3,88,False,True,False,True,False,True,False,False,0.9977981,High Risk
7,113.17,36,4,4,4,True,False,False,False,False,False,False,True,0.12380901,Low Risk
10,76.19,27,5,4,6,False,True,False,False,False,True,False,False,0.3345663,Low Risk
1,136.12,9,4,1,45,True,False,True,True,False,True,False,False,0.95487016,High Risk
7,57.56,22,1,5,0,False,True,False,False,False,True,False,False,0.01658494,Low Risk
26,72.69,4,2,4,32,False,True,False,True,False,True,False,False,0.16146028,Low Risk
26,68.9,22,1,3,4,False,True,True,False,True,False,False,False,0.044113953,Low Risk
26,26.63,2,0,5,40,False,False,False,True,False,False,True,False,0.13683945,Low Risk
29,63.01,16,1,4,11,False,True,False,False,True,False,False,False,0.022946646,Low Risk
1,31.22,10,10,2,36,False,False,False,True,False,False,True,False,0.998949,High Risk
21,74.07,11,3,5,5,False,True,True,False,True,False,False,False,0.0074701374,Low Risk
25,22.44,7,3,5,49,False,False,False,True,False,True,False,False,0.24057277,Low Risk
15,20.33,6,1,4,22,False,False,False,True,False,False,False,False,0.02380834,Low Risk
33,56.33,10,2,5,41,False,True,True,True,False,False,False,True,0.045615807,Low Risk
31,34.63,14,1,1,16,False,False,False,False,True,True,False,False,0.66841793,Medium Risk
18,33.73,5,2,3,50,False,False,True,True,False,True,False,False,0.30157092,Low Risk
9,65.31,18,0,2,5,False,True,False,False,True,False,False,True,0.6261798,Medium Risk
4,27.05,6,10,3,31,False,False,False,True,False,False,False,False,0.9978828,High Risk
9,30.05,22,2,5,14,False,False,True,False,True,False,False,True,0.022931598,Low Risk
23,20.21,9,2,4,15,False,False,True,False,True,False,False,True,0.0027698525,Low Risk
14,72.91,13,5,2,20,False,True,False,False,True,False,False,True,0.9668441,High Risk
18,71.99,37,3,3,60,False,True,False,False,False,True,False,False,0.99977213,High Risk
15,38.52,30,2,5,1,False,False,False,False,False,False,False,True,0.013883572,Low Risk
21,77.33,13,1,4,3,False,True,True,False,True,False,False,False,0.0045036958,Low Risk
26,98.98,18,0,4,11,True,False,False,False,True,True,False,False,0.016803222,Low Risk
34,74.41,24,4,1,9,False,True,False,False,True,True,False,False,0.72251606,High Risk
30,77.99,3,7,2,40,False,True,True,True,False,True,False,False,0.9832149,High Risk
11,69.73,5,0,1,28,False,True,False,True,False,True,False,False,0.9550651,High Risk
20,26.78,23,2,5,0,False,False,True,False,False,False,False,True,0.003411109,Low Risk
1,57.92,4,8,2,53,False,True,False,True,False,False,False,True,0.99811375,High Risk
24,64.53,32,1,4,6,False,True,True,False,False,True,False,False,0.004909301,Low Risk
27,35.3,10,10,2,14,False,False,False,True,False,False,False,True,0.9989151,High Risk
6,51.88,11,0,4,44,False,True,False,True,False,True,False,False,0.3300024,Low Risk
16,55.25,48,6,3,40,False,True,True,False,False,False,False,False,0.97400486,High Risk
31,50.43,8,5,5,46,False,True,True,True,False,True,False,False,0.61135596,Medium Risk
9,63.36,41,2,4,2,False,True,True,False,False,False,False,False,0.020282993,Low Risk
14,33.45,10,1,3,17,False,False,True,False,True,False,False,True,0.05040411,Low Risk
18,35.14,5,7,3,24,False,False,False,True,False,True,False,False,0.96893555,High Risk
12,60.02,8,7,1,89,False,True,True,False,True,True,False,False,0.9997899,High Risk
22,76.61,40,6,1,51,False,True,False,False,False,False,False,True,0.9993488,High Risk
17,63.15,37,5,4,6,False,True,False,False,False,True,False,False,0.13706294,Low Risk
27,37.79,10,4,5,12,False,False,True,True,False,True,False,False,0.018442009,Low Risk
29,71.73,23,3,3,10,False,True,True,False,True,True,False,False,0.08923971,Low Risk
25,36.8,47,4,3,0,False,False,True,False,False,False,False,True,0.15761535,Low Risk
20,123.18,22,2,2,0,True,False,True,False,False,True,False,False,0.09892765,Low Risk
17,70.35,8,0,2,17,False,True,True,False,True,False,True,False,0.32860544,Low Risk
15,76.64,8,2,5,43,False,True,True,True,False,False,False,True,0.04823591,Low Risk
1,69.82,28,8,3,6,False,True,False,False,False,False,False,False,0.98986185,High Risk
24,55.05,13,2,5,3,False,True,False,False,True,True,False,False,0.017237753,Low Risk
28,75.93,2,2,3,56,False,True,False,True,False,True,False,False,0.7979388,High Risk
35,20.45,22,3,2,73,False,False,False,False,True,True,False,False,0.9994815,High Risk
1,116.9,20,2,5,3,True,False,False,False,False,False,False,True,0.029031193,Low Risk
6,31.73,11,9,3,57,False,False,True,False,True,False,False,True,0.9989567,High Risk
2,128.01,39,10,3,43,True,False,True,False,False,True,False,False,0.99926764,High Risk
35,116.7,20,3,3,6,True,False,True,False,True,True,False,False,0.051575236,Low Risk
19,73.56,16,3,2,10,False,True,True,False,True,False,False,True,0.31695342,Low Risk
15,92.33,4,2,5,51,True,False,True,True,False,False,False,True,0.043146428,Low Risk
30,71.26,18,4,2,18,False,True,False,False,True,True,False,False,0.8682589,High Risk
5,35.03,19,8,1,52,False,False,False,False,True,True,False,False,0.9996358,High Risk
2,79.34,10,4,1,10,False,True,False,False,True,True,False,False,0.9013449,High Risk
